louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,748,51,11.219105502673797,0.1978071969557487,1.5839613311948848,0.6923,0.0,0.7085,0.0
1,5362,52,10.702919290041029,0.004378629132633344,1.3703266587517022,0.5506,0.0,0.5531,0.0
2,20758,53,10.363269884699875,-0.12887843933205875,1.3750623485442672,0.8099,0.0,0.8108,0.0
3,53836,52,10.646587338743592,0.003890817017601532,1.540031021891509,0.8581,0.0,0.8609,0.0
5,662,42,6.999862533836858,0.03567219179003021,2.103903168422316,0.6047,0.0,0.599,0.0
6,27875,53,10.777138251512106,-0.0025819977584894357,1.4639851541988806,0.8134,0.0,0.8123,0.0
12,19296,53,10.65230826029747,0.03573712284447632,1.3639086058801788,0.6993,0.0,0.6947,0.0
16,359,40,12.686760379944293,0.24468273390306408,1.19552943871195,0.3412,0.0312,0.3414,0.0311
17,77205,53,9.849819039013019,0.06669939415739777,2.1216140203273794,0.8921,0.0,0.8915,0.0
18,42826,53,10.460269749736144,0.08042039110709236,1.3435165317073292,0.8316,0.0,0.8341,0.0
19,17458,53,10.81030155954863,0.1896691896663736,1.403470461334257,0.6876,0.0,0.6858,0.0
20,57369,53,11.033882448641254,0.14510689170642865,1.4039226575240464,0.8103,0.0,0.8091,0.0
21,171,35,11.538613866081873,0.30771311957309944,1.5536796804030468,0.249,0.1491,0.2545,0.1402
22,25387,53,10.576510876448577,0.03586787125493757,1.3973149119626742,0.7248,0.0,0.7316,0.0
23,17172,52,10.571103169508502,0.11991165162233626,1.1603066972866105,0.6237,0.0,0.6266,0.0
24,27288,53,11.176879955760773,0.10778778268459936,1.3424456581502484,0.7508,0.0,0.7686,0.0
26,40647,53,10.707001277973774,-0.0404231638145072,1.238545929198675,0.842,0.0,0.8422,0.0
27,70863,53,11.390359066762626,0.28624690602329905,1.5731557603193589,0.8668,0.0,0.8678,0.0
28,65484,53,11.235060596009713,0.18312330983426778,1.3116305410692883,0.7822,0.0,0.781,0.0
29,85329,53,10.707031452933938,0.1884308783009772,1.8990345635469554,0.8559,0.0,0.8551,0.0
30,38617,53,11.156258429810704,0.046304085701113495,1.4473871611214093,0.8481,0.0,0.8484,0.0
